id,budget,genres,keywords,original_language,popularity,release_date,revenue,runtime,tagline,title,score,vote_count
25,72000000,"['Drama', 'War']","[{""id"": 1589, ""name"": ""sniper""}, {""id"": 4405, ""name"": ""marine corps""}, {""id"": 5174, ""name"": ""saudi arabia""}, {""id"": 5175, ""name"": ""petrol""}, {""id"": 161236, ""name"": ""golf war""}, {""id"": 188114, ""name"": ""u.s. marine""}]",en,32.227223,2005-11-04,96889998,125.0,Welcome to the suck.,Jarhead,6.6,765
28,31500000,"['Drama', 'War']","[{""id"": 1008, ""name"": ""guerrilla""}, {""id"": 1261, ""name"": ""river""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 2959, ""name"": ""vietcong""}, {""id"": 2960, ""name"": ""cambodia""}, {""id"": 6092, ""name"": ""army""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 10148, ""name"": ""tribe""}, {""id"": 10403, ""name"": ""green beret""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 34079, ""name"": ""death""}, {""id"": 177275, ""name"": ""napalm""}]",en,49.973462,1979-08-15,89460381,153.0,This is the end...,Apocalypse Now,8.0,2055
33,14000000,['Western'],"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 800, ""name"": ""bounty""}, {""id"": 802, ""name"": ""regret""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 157512, ""name"": ""mutilation""}, {""id"": 159434, ""name"": ""one last job""}, {""id"": 160410, ""name"": ""reputation""}, {""id"": 209631, ""name"": ""englishman""}]",en,37.380435,1992-08-07,159157447,131.0,Some legends will never be forgotten. Some wrongs can never be forgiven.,Unforgiven,7.7,1113
35,75000000,"['Animation', 'Comedy', 'Family']","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1889, ""name"": ""lake""}, {""id"": 2181, ""name"": ""springfield""}, {""id"": 2184, ""name"": ""the simpsons""}, {""id"": 2205, ""name"": ""duff beer""}, {""id"": 3700, ""name"": ""garbage""}, {""id"": 4931, ""name"": ""pig""}, {""id"": 6305, ""name"": ""pollution""}, {""id"": 6832, ""name"": ""environmental protection agency""}, {""id"": 6898, ""name"": ""quarantine""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10061, ""name"": ""dysfunctional marriage""}, {""id"": 15174, ""name"": ""ecology""}, {""id"": 40922, ""name"": ""saving lives""}, {""id"": 157303, ""name"": ""first love""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 192544, ""name"": ""donuts""}]",en,46.875375,2007-07-25,527068851,87.0,See our family. And feel better about yours.,The Simpsons Movie,6.9,2264
38,20000000,"['Science Fiction', 'Drama', 'Romance']","[{""id"": 563, ""name"": ""deja vu""}, {""id"": 802, ""name"": ""regret""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1604, ""name"": ""operation""}, {""id"": 5625, ""name"": ""relationship problems""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 12400, ""name"": ""brainwashing""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 157171, ""name"": ""nonlinear timeline""}, {""id"": 204374, ""name"": ""love story""}, {""id"": 224279, ""name"": ""bittersweet""}]",en,56.481487,2004-03-19,72258126,108.0,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,7.9,3652
55,2000000,"['Drama', 'Thriller']","[{""id"": 960, ""name"": ""homeless person""}, {""id"": 1547, ""name"": ""mexico city""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 10399, ""name"": ""dogfight""}, {""id"": 10594, ""name"": ""money""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 157171, ""name"": ""nonlinear timeline""}, {""id"": 171366, ""name"": ""multiple storylines""}, {""id"": 209987, ""name"": ""new mexican cinema""}]",es,23.281616,2000-06-16,20908467,154.0,Love. Betrayal. Death.,Amores perros,7.6,521
58,200000000,"['Adventure', 'Fantasy', 'Action']","[{""id"": 616, ""name"": ""witch""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 910, ""name"": ""bondage""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1317, ""name"": ""card game""}, {""id"": 1319, ""name"": ""east india trading company""}, {""id"": 1461, ""name"": ""compass""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 157186, ""name"": ""swashbuckler""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,145.847379,2006-06-20,1065659812,151.0,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,7.0,5246
59,32000000,"['Drama', 'Thriller', 'Crime']","[{""id"": 642, ""name"": ""robbery""}, {""id"": 848, ""name"": ""double life""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1447, ""name"": ""indiana""}, {""id"": 1448, ""name"": ""distrust""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2801, ""name"": ""self-defense""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 10325, ""name"": ""mistaken identity""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11578, ""name"": ""mobster""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18083, ""name"": ""attempted robbery""}]",en,34.628738,2005-09-23,60740827,96.0,Tom Stall had the perfect life... until he became a hero.,A History of Violence,6.9,832
62,10500000,"['Science Fiction', 'Mystery', 'Adventure']","[{""id"": 305, ""name"": ""moon""}, {""id"": 306, ""name"": ""jupiter""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 3714, ""name"": ""human being""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 12185, ""name"": ""moon base""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 34152, ""name"": ""evolution""}, {""id"": 155689, ""name"": ""monolith""}, {""id"": 156039, ""name"": ""space station""}]",en,86.201184,1968-04-10,68700000,149.0,An epic drama of adventure and exploration,2001: A Space Odyssey,7.9,2998
65,41000000,['Drama'],"[{""id"": 30, ""name"": ""individual""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 897, ""name"": ""rap music""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 899, ""name"": ""rhyme battle""}, {""id"": 900, ""name"": ""trailer park""}, {""id"": 6325, ""name"": ""ethnic stereotype""}, {""id"": 9457, ""name"": ""single""}, {""id"": 18021, ""name"": ""detroit""}, {""id"": 190187, ""name"": ""eminem""}]",en,32.798571,2002-11-08,215000000,110.0,Every moment is another chance.,8 Mile,6.8,1626
66,50000000,"['Crime', 'Drama', 'Thriller']","[{""id"": 417, ""name"": ""corruption""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 570, ""name"": ""rape""}, {""id"": 833, ""name"": ""white house""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6086, ""name"": ""government""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 208633, ""name"": ""secret service agent""}]",en,13.576765,1997-02-14,50068310,121.0,Corrupts Absolutely.,Absolute Power,6.4,223
69,28000000,"['Drama', 'Music', 'Romance']","[{""id"": 74, ""name"": ""germany""}, {""id"": 378, ""name"": ""prison""}, {""id"": 532, ""name"": ""music record""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 727, ""name"": ""country music""}, {""id"": 953, ""name"": ""guitar""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 6029, ""name"": ""concert""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 9457, ""name"": ""single""}, {""id"": 207819, ""name"": ""accident""}, {""id"": 208992, ""name"": ""1960s""}]",en,35.580032,2005-09-13,186438883,136.0,Love is a burning thing.,Walk the Line,7.3,718
70,30000000,['Drama'],"[{""id"": 396, ""name"": ""transporter""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 2660, ""name"": ""strong woman""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4327, ""name"": ""stroke of fate""}, {""id"": 4613, ""name"": ""training""}, {""id"": 5212, ""name"": ""advancement""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 156330, ""name"": ""boxing trainer""}, {""id"": 207999, ""name"": ""determination""}]",en,70.456012,2004-12-15,216763646,132.0,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,7.7,2439
71,5000000,"['Drama', 'Comedy', 'Music']","[{""id"": 1682, ""name"": ""workers' quarter""}, {""id"": 2684, ""name"": ""dancing class""}, {""id"": 4112, ""name"": ""strike""}, {""id"": 5215, ""name"": ""northern england""}, {""id"": 6278, ""name"": ""scholarship""}, {""id"": 10551, ""name"": ""ballet""}]",en,20.428237,2000-05-18,110000000,110.0,Inside every one of us is a special talent waiting to come out. The trick is finding it.,Billy Elliot,7.4,750
73,20000000,['Drama'],"[{""id"": 279, ""name"": ""usa""}, {""id"": 376, ""name"": ""neo-nazi""}, {""id"": 378, ""name"": ""prison""}, {""id"": 379, ""name"": ""skinhead""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 570, ""name"": ""rape""}, {""id"": 1755, ""name"": ""fascism""}, {""id"": 5301, ""name"": ""brother""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 9890, ""name"": ""jail""}, {""id"": 10873, ""name"": ""school""}, {""id"": 11105, ""name"": ""swastika""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 18035, ""name"": ""family""}, {""id"": 41509, ""name"": ""hate""}, {""id"": 159950, ""name"": ""neo nazism""}, {""id"": 160910, ""name"": ""xenophobia""}, {""id"": 165583, ""name"": ""interracial friendship""}, {""id"": 191726, ""name"": ""nazism""}, {""id"": 215876, ""name"": ""prison rape""}]",en,73.567232,1998-10-30,23875127,119.0,Some Legacies Must End.,American History X,8.2,3016
74,132000000,"['Adventure', 'Thriller', 'Science Fiction']","[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 586, ""name"": ""new jersey""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 207569, ""name"": ""human subjugation""}]",en,48.572726,2005-06-28,591739379,116.0,They're already here.,War of the Worlds,6.2,2322
75,70000000,"['Comedy', 'Fantasy', 'Science Fiction']","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 464, ""name"": ""total destruction""}, {""id"": 833, ""name"": ""white house""}, {""id"": 839, ""name"": ""mars""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 1280, ""name"": ""lasergun""}, {""id"": 1704, ""name"": ""ambassador""}, {""id"": 1705, ""name"": ""congress""}, {""id"": 2867, ""name"": ""pest""}, {""id"": 3243, ""name"": ""flying saucer""}]",en,44.090535,1996-12-12,101371017,106.0,Nice planet. We'll take it!,Mars Attacks!,6.1,1509
76,2500000,"['Drama', 'Romance']","[{""id"": 811, ""name"": ""dialogue""}, {""id"": 813, ""name"": ""sunrise""}, {""id"": 814, ""name"": ""talking""}, {""id"": 815, ""name"": ""soulmates""}, {""id"": 816, ""name"": ""walking""}, {""id"": 1201, ""name"": ""austria""}, {""id"": 197528, ""name"": ""traveller""}, {""id"": 215205, ""name"": ""danube""}, {""id"": 224279, ""name"": ""bittersweet""}, {""id"": 233027, ""name"": ""romantic""}, {""id"": 233055, ""name"": ""vienna""}]",en,23.672571,1995-01-27,5535405,105.0,Can the greatest romance of your life last only one night?,Before Sunrise,7.7,959
77,9000000,"['Mystery', 'Thriller']","[{""id"": 30, ""name"": ""individual""}, {""id"": 328, ""name"": ""insulin""}, {""id"": 331, ""name"": ""tattoo""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3973, ""name"": ""insurance salesman""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 33874, ""name"": ""polaroid""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,60.715151,2000-10-11,39723096,113.0,Some memories are best forgotten.,Memento,8.1,4028
78,28000000,"['Science Fiction', 'Drama', 'Thriller']","[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 803, ""name"": ""android""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 178657, ""name"": ""tech noir""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,94.056131,1982-06-25,33139618,117.0,Man has made his match... now it's his problem.,Blade Runner,7.9,3509
79,31000000,"['Drama', 'Adventure', 'Action', 'History']","[{""id"": 548, ""name"": ""countryside""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 54324, ""name"": ""patriot""}]",zh,23.607392,2002-12-19,177394432,99.0,One man's strength will unite an empire.,Hero,7.2,635
80,2700000,"['Drama', 'Romance']","[{""id"": 90, ""name"": ""paris""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 811, ""name"": ""dialogue""}, {""id"": 814, ""name"": ""talking""}, {""id"": 815, ""name"": ""soulmates""}, {""id"": 816, ""name"": ""walking""}, {""id"": 817, ""name"": ""bookshop""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 10818, ""name"": ""author""}]",en,14.799323,2004-02-10,15992615,80.0,What if you had a second chance with the one that got away?,Before Sunset,7.6,718
83,130000,"['Drama', 'Thriller']","[{""id"": 269, ""name"": ""diving""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 4210, ""name"": ""panic""}, {""id"": 5250, ""name"": ""red sea""}, {""id"": 5251, ""name"": ""primal fear""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 155334, ""name"": ""scuba""}]",en,15.611857,2004-08-06,54667954,79.0,Scream all you want.,Open Water,5.4,315
85,18000000,"['Adventure', 'Action']","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 483, ""name"": ""riddle""}, {""id"": 485, ""name"": ""nepal""}, {""id"": 486, ""name"": ""himalaya""}, {""id"": 487, ""name"": ""cairo""}, {""id"": 488, ""name"": ""moses""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1294, ""name"": ""whip""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 1456, ""name"": ""medallion""}, {""id"": 2650, ""name"": ""leather jacket""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 2656, ""name"": ""hat""}, {""id"": 2853, ""name"": ""mediterranean""}, {""id"": 2854, ""name"": ""ark of the covenant""}, {""id"": 2856, ""name"": ""ten commandments""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9032, ""name"": ""excavation""}, {""id"": 11105, ""name"": ""swastika""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 176731, ""name"": ""indiana jones""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",en,68.159596,1981-06-12,389925971,115.0,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,7.7,3854
