id,budget,genres,keywords,original_language,popularity,release_date,revenue,runtime,tagline,title,score,vote_count
25,72000000,"['Drama', 'War']","['sniper', 'marine corps', 'saudi arabia', 'petrol', 'golf war', 'u.s. marine']",en,32.227223,2005-11-04,96889998,125.0,Welcome to the suck.,Jarhead,6.6,765
28,31500000,"['Drama', 'War']","['guerrilla', 'river', 'vietnam', 'vietcong', 'cambodia', 'army', 'insanity', 'tribe', 'green beret', 'jungle', 'apocalypse', 'death', 'napalm']",en,49.973462,1979-08-15,89460381,153.0,This is the end...,Apocalypse Now,8.0,2055
33,14000000,['Western'],"['prostitute', 'sheriff', 'bounty', 'regret', 'right and justice', 'revenge', 'mutilation', 'one last job', 'reputation', 'englishman']",en,37.380435,1992-08-07,159157447,131.0,Some legends will never be forgotten. Some wrongs can never be forgiven.,Unforgiven,7.7,1113
35,75000000,"['Animation', 'Comedy', 'Family']","['father son relationship', 'lake', 'springfield', 'the simpsons', 'duff beer', 'garbage', 'pig', 'pollution', 'environmental protection agency', 'quarantine', 'alcoholism', 'love', 'alaska', 'dysfunctional family', 'dysfunctional marriage', 'ecology', 'saving lives', 'first love', 'duringcreditsstinger', 'donuts']",en,46.875375,2007-07-25,527068851,87.0,See our family. And feel better about yours.,The Simpsons Movie,6.9,2264
38,20000000,"['Science Fiction', 'Drama', 'Romance']","['deja vu', 'regret', 'jealousy', 'amnesia', 'dream', 'operation', 'relationship problems', 'love', 'memory', 'brainwashing', 'relationship', 'heartbreak', 'nonlinear timeline', 'love story', 'bittersweet']",en,56.481487,2004-03-19,72258126,108.0,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,7.9,3652
55,2000000,"['Drama', 'Thriller']","['homeless person', 'mexico city', 'daughter', 'secret love', 'dogfight', 'money', 'dog', 'nonlinear timeline', 'multiple storylines', 'new mexican cinema']",es,23.281616,2000-06-16,20908467,154.0,Love. Betrayal. Death.,Amores perros,7.6,521
58,200000000,"['Adventure', 'Fantasy', 'Action']","['witch', 'fortune teller', 'bondage', 'exotic island', 'monster', 'captain', 'card game', 'east india trading company', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']",en,145.847379,2006-06-20,1065659812,151.0,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,7.0,5246
59,32000000,"['Drama', 'Thriller', 'Crime']","['robbery', 'double life', 'dual identity', 'small town', 'indiana', 'distrust', 'fight', 'self-defense', 'marriage', 'family relationships', 'mistaken identity', 'diner', 'lawyer', 'mobster', 'violence', 'attempted robbery']",en,34.628738,2005-09-23,60740827,96.0,Tom Stall had the perfect life... until he became a hero.,A History of Violence,6.9,832
62,10500000,"['Science Fiction', 'Mystery', 'Adventure']","['moon', 'jupiter', 'artificial intelligence', 'man vs machine', 'technology', 'super computer', 'human being', 'space travel', 'space mission', 'moon base', 'astronaut', 'evolution', 'monolith', 'space station']",en,86.201184,1968-04-10,68700000,149.0,An epic drama of adventure and exploration,2001: A Space Odyssey,7.9,2998
65,41000000,['Drama'],"['individual', 'street gang', 'adolescence', 'rap music', 'hip-hop', 'rhyme battle', 'trailer park', 'ethnic stereotype', 'single', 'detroit', 'eminem']",en,32.798571,2002-11-08,215000000,110.0,Every moment is another chance.,8 Mile,6.8,1626
66,50000000,"['Crime', 'Drama', 'Thriller']","['corruption', 'assassination', 'washington d.c.', 'rape', 'white house', 'usa president', 'daughter', 'government', 'suspense', 'secret service', 'secret service agent']",en,13.576765,1997-02-14,50068310,121.0,Corrupts Absolutely.,Absolute Power,6.4,223
69,28000000,"['Drama', 'Music', 'Romance']","['germany', 'prison', 'music record', 'adultery', 'country music', 'guitar', 'loss of brother', 'concert', 'marriage', 'single', 'accident', '1960s']",en,35.580032,2005-09-13,186438883,136.0,Love is a burning thing.,Walk the Line,7.3,718
70,30000000,['Drama'],"['transporter', 'suicide attempt', 'strong woman', 'boxer', 'dying and death', 'stroke of fate', 'training', 'advancement', 'sport', 'female protagonist', 'boxing trainer', 'determination']",en,70.456012,2004-12-15,216763646,132.0,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,7.7,2439
71,5000000,"['Drama', 'Comedy', 'Music']","[""workers' quarter"", 'dancing class', 'strike', 'northern england', 'scholarship', 'ballet']",en,20.428237,2000-05-18,110000000,110.0,Inside every one of us is a special talent waiting to come out. The trick is finding it.,Billy Elliot,7.4,750
73,20000000,['Drama'],"['usa', 'neo-nazi', 'prison', 'skinhead', 'brother brother relationship', 'rape', 'fascism', 'brother', 'basketball', 'jail', 'school', 'swastika', 'los angeles', 'family', 'hate', 'neo nazism', 'xenophobia', 'interracial friendship', 'nazism', 'prison rape']",en,73.567232,1998-10-30,23875127,119.0,Some Legacies Must End.,American History X,8.2,3016
74,132000000,"['Adventure', 'Thriller', 'Science Fiction']","['post traumatic stress  disorder', 'new jersey', 'airplane', 'dystopia', 'daughter', 'apocalypse', 'alien invasion', 'human subjugation']",en,48.572726,2005-06-28,591739379,116.0,They're already here.,War of the Worlds,6.2,2322
75,70000000,"['Comedy', 'Fantasy', 'Science Fiction']","['saving the world', 'total destruction', 'white house', 'mars', 'usa president', 'cataclysm', 'lasergun', 'ambassador', 'congress', 'pest', 'flying saucer']",en,44.090535,1996-12-12,101371017,106.0,Nice planet. We'll take it!,Mars Attacks!,6.1,1509
76,2500000,"['Drama', 'Romance']","['dialogue', 'sunrise', 'talking', 'soulmates', 'walking', 'austria', 'traveller', 'danube', 'bittersweet', 'romantic', 'vienna']",en,23.672571,1995-01-27,5535405,105.0,Can the greatest romance of your life last only one night?,Before Sunrise,7.7,959
77,9000000,"['Mystery', 'Thriller']","['individual', 'insulin', 'tattoo', 'waitress', 'amnesia', 'motel', 'insurance salesman', 'revenge', 'memory loss', 'polaroid', 'flashback', 'neo-noir']",en,60.715151,2000-10-11,39723096,113.0,Some memories are best forgotten.,Memento,8.1,4028
78,28000000,"['Science Fiction', 'Drama', 'Thriller']","['artificial intelligence', 'man vs machine', 'cyborg', 'bounty hunter', 'android', 'dystopia', 'genetics', 'fugitive', 'cyberpunk', 'los angeles', 'tech noir', 'neo-noir']",en,94.056131,1982-06-25,33139618,117.0,Man has made his match... now it's his problem.,Blade Runner,7.9,3509
79,31000000,"['Drama', 'Adventure', 'Action', 'History']","['countryside', 'loss of lover', 'right and justice', 'patriot']",zh,23.607392,2002-12-19,177394432,99.0,One man's strength will unite an empire.,Hero,7.2,635
80,2700000,"['Drama', 'Romance']","['paris', 'journalist', 'dialogue', 'talking', 'soulmates', 'walking', 'bookshop', ""love of one's life"", 'author']",en,14.799323,2004-02-10,15992615,80.0,What if you had a second chance with the one that got away?,Before Sunset,7.6,718
83,130000,"['Drama', 'Thriller']","['diving', 'cataclysm', 'nightmare', 'panic', 'red sea', 'primal fear', 'scuba diving', 'shark', 'scuba']",en,15.611857,2004-08-06,54667954,79.0,Scream all you want.,Open Water,5.4,315
85,18000000,"['Adventure', 'Action']","['saving the world', 'riddle', 'nepal', 'himalaya', 'cairo', 'moses', 'egypt', 'whip', 'treasure', 'medallion', 'leather jacket', 'nazis', 'hat', 'mediterranean', 'ark of the covenant', 'ten commandments', 'treasure hunt', 'excavation', 'swastika', 'archaeologist', 'indiana jones', 'archeology\xa0']",en,68.159596,1981-06-12,389925971,115.0,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,7.7,3854
87,28000000,"['Adventure', 'Action']","['riddle', 'treasure', 'heart', 'skeleton', 'treasure hunt', 'torture', 'violence', 'monkey', 'cult film', 'archaeologist', 'thuggee', 'conveyor belt', 'mine car', 'rope bridge', 'belching', 'child driving a car', 'eating brains', 'splits', 'indiana jones', 'archeology\xa0']",en,66.976776,1984-05-23,333000000,118.0,If adventure has a name... it must be Indiana Jones.,Indiana Jones and the Temple of Doom,7.1,2781
89,48000000,"['Adventure', 'Action']","['saving the world', 'venice', 'holy grail', 'library', 'riddle', 'father son relationship', 'whip', 'treasure', 'nazis', 'entrapment', 'crusader', 'treasure hunt', 'escape', 'panzer', 'order of the templars', 'archaeologist', 'indiana jones', 'archeology\xa0']",en,80.972475,1989-05-24,474171806,127.0,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,7.6,3152
90,15000000,"['Action', 'Comedy', 'Crime']","['california', 'showdown', 'undercover', 'strip club', 'investigation', 'weapon', 'police', 'smuggling', 'swimming pool', 'gunfight', 'mansion', 'los angeles', 'foot chase', 'art gallery', 'car chase', 'warehouse', 'beverly hills', 'buddy comedy', 'country club', 'maverick cop', 'detroit michigan', 'damsel in distress', 'bar fight']",en,29.843818,1984-11-29,316360478,105.0,The Heat Is On!,Beverly Hills Cop,6.8,961
95,140000000,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","['saving the world', 'paris', 'moon', 'cataclysm', 'asteroid', 'self sacrifice', 'nasa', 'space marine', 'loss of father', 'daughter', 'space', 'wedding', 'astronaut', 'eiffel tower paris', 'duringcreditsstinger', 'disaster movie', 'space centre']",en,58.485967,1998-07-01,553799566,151.0,The Earth's Darkest Day Will Be Man's Finest Hour,Armageddon,6.4,2482
98,103000000,"['Action', 'Drama', 'Adventure']","['rome', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'battlefield', 'blood', 'ancient world', 'father daughter relationship', 'combat', 'mother son relationship', 'dream sequence', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor']",en,95.301296,2000-05-01,457640427,155.0,A Hero Will Rise.,Gladiator,7.9,5439
100,1350000,"['Comedy', 'Crime']","['ambush', 'alcohol', 'shotgun', 'tea', 'joint', 'machismo', 'cocktail', 'rifle', 'marijuana', 'cockney accent', 'pot smoking', 'hatchet', 'antique', 'cardsharp', 'anger', 'carjacking', 'piano', 'strip show', 'high stakes']",en,16.032594,1998-03-05,3897569,105.0,A Disgrace to Criminals Everywhere.,"Lock, Stock and Two Smoking Barrels",7.5,1648
103,1300000,"['Crime', 'Drama']","['vietnam veteran', 'taxi', 'obsession', 'drug dealer', 'night shift', 'vigilante', 'alienation', 'misanthrope', 'shot to death', 'illegal prostitution', 'loner']",en,58.845025,1976-02-07,28262574,114.0,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8.0,2535
104,1530000,"['Action', 'Drama', 'Thriller']","['berlin', 'casino', 'nun', 'red hair', 'running', 'homeless person', 'supermarket', 'ambulance', 'subway', 'daughter', 'money', 'fate']",de,27.36562,1998-08-20,7267585,81.0,Every second of every day you're faced with a decision that can change your life.,Run Lola Run,7.2,664
105,19000000,"['Adventure', 'Comedy', 'Science Fiction', 'Family']","['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home', 'inventions and discoveries']",en,76.603233,1985-07-03,381109762,116.0,He's the only kid ever to get into trouble before he was born.,Back to the Future,8.0,6079
106,18000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['central and south america', 'predator', 'alien', 'stalking', 'invisible', 'commando', '3d']",en,50.009408,1987-06-11,98235548,107.0,"If it bleeds, we can kill it...",Predator,7.3,2093
107,10000000,"['Thriller', 'Crime']","['gypsy', 'bare knuckle boxing', 'slang', 'trailer park', 'pig', 'sport', 'receiving of stolen goods', 'cockney accent', 'diamond', 'pikey']",en,53.595686,2000-09-01,83557872,103.0,Stealin' Stones and Breakin' Bones.,Snatch,7.7,2912
111,25000000,"['Action', 'Crime', 'Drama', 'Thriller']","['miami', 'corruption', 'capitalism', 'cuba', 'prohibition', 'brother sister relationship', 'loss of sister', 'cocaine', 'cult film', 'bitterness']",en,70.105981,1983-12-08,65884703,170.0,The world is yours...,Scarface,8.0,2948
114,14000000,"['Romance', 'Comedy']","['prostitute', 'capitalism', 'cinderella', 'expensive restaurant', 'sports car', 'workaholic', 'fire escape', 'friendship', 'los angeles', 'piano']",en,45.473484,1990-03-23,463000000,119.0,Who knew it was so much fun to be a hooker?,Pretty Woman,7.0,1746
115,15000000,"['Comedy', 'Crime']","['white russian', 'dude', 'bowling', 'vietnam veteran', 'carpet', 'nihilism', 'heart attack', 'kidnapping', 'lsd', 'marijuana', 'los angeles', 'millionaire', 'cowboy', 'ashes', 'impregnation', 'bowling team', 'unemployed', 'bowling ball', 'weeds']",en,49.230089,1998-03-06,46189568,117.0,Times like these call for a Big Lebowski.,The Big Lebowski,7.8,2926
116,15000000,"['Drama', 'Thriller', 'Crime', 'Romance']","['love triangle', 'london england', 'upper class', 'adultery', 'tennis', 'river thames', 'love', 'wealth', 'lust', 'instructor', 'gold digger', 'social climbing', 'actress']",en,30.669913,2005-10-26,85306374,124.0,Passion Temptation Obsession,Match Point,7.3,1105
117,25000000,"['Crime', 'Drama', 'History', 'Thriller']","['white suit', 'al capone', 'tough cop', 'treasury agent', 'untouchable', 'tax evasion', 'jury tampering', 'rule of law', 'rooftop chase', 'cutting face while shaving', '1930s']",en,38.272889,1987-06-02,76270454,119.0,What are you prepared to do?,The Untouchables,7.6,1384
118,150000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['london england', 'father son relationship', 'chocolate', 'factory worker', 'based on novel', 'parents kids relationship', 'candy', 'overweight child', 'grandfather grandson relationship', 'teacher']",en,53.905592,2005-07-13,474968763,115.0,Willy Wonka is semi-sweet and nuts.,Charlie and the Chocolate Factory,6.7,3624
120,93000000,"['Adventure', 'Fantasy', 'Action']","['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountains', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']",en,138.049577,2001-12-18,871368364,178.0,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8.0,8705
121,79000000,"['Adventure', 'Fantasy', 'Action']","['elves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'explosive', 'cave', 'fort', 'army', 'mission', 'attack', 'guide', 'wizard', 'ring', 'sword and sorcery']",en,106.914973,2002-12-18,926287400,179.0,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8.0,7487
122,94000000,"['Adventure', 'Fantasy', 'Action']","['elves', 'orcs', 'middle-earth (tolkien)', 'based on novel', 'suspicion', 'bravery', 'war', 'honor', 'troll', 'brutality', 'violence', 'ghost', 'end of trilogy', 'quest', 'sword and sorcery']",en,123.630332,2003-12-01,1118888979,201.0,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,8.1,8064
128,26500000,"['Adventure', 'Fantasy', 'Animation']","['fight', 'wolf', 'village and town', 'iron', 'pan', 'wild boar', 'territory', 'friendship', 'princess', 'good vs evil', 'anime']",ja,60.732738,1997-07-12,159375308,134.0,The Fate Of The World Rests On The Courage Of One Warrior.,Princess Mononoke,8.2,1983
129,15000000,"['Fantasy', 'Adventure', 'Animation', 'Family']","['witch', 'parents kids relationship', 'magic', 'twilight', 'darkness', 'village and town', 'bath house', 'pig', 'ghost world', 'biology', 'train', 'amusement park', 'yokai', 'japanese mythology', 'anime']",ja,118.968562,2001-07-20,274925095,125.0,The tunnel led Chihiro to a mysterious town...,Spirited Away,8.3,3840
134,26000000,"['Action', 'Adventure', 'Comedy']","['prophecy', 'southern usa', 'music record', 'country music', 'mississippi', 'seduction', 'musical', 'fraud']",en,39.742009,2000-08-30,71868327,106.0,They have a plan...but not a clue.,"O Brother, Where Art Thou?",7.3,1112
137,14600000,"['Romance', 'Fantasy', 'Drama', 'Comedy']","['deja vu', 'groundhog', 'weather forecast', 'telecaster', 'pennsylvania', 'alarm clock', 'winter', 'time warp', 'time loop', 'cult film', 'existentialism', 'groundhog day']",en,52.744331,1993-02-11,70906973,101.0,"He's having the worst day of his life... over, and over...",Groundhog Day,7.4,2301
141,6000000,"['Fantasy', 'Drama', 'Mystery']","['parents kids relationship', 'airplane', 'time travel', 'school presentation', 'school performance', 'suburbia', 'vision', 'morality', 'teenager']",en,61.210016,2001-01-18,1270522,113.0,You can never go too far,Donnie Darko,7.7,3452
142,14000000,"['Drama', 'Romance']","['gay', 'countryside', 'homophobia', 'loss of lover', 'wyoming', 'rodeo', 'father murder', 'horseback riding', 'intolerance', 'daughter', 'marriage crisis', 'secret love', 'cowboy', 'star crossed lovers']",en,44.135568,2005-09-02,178043761,134.0,Love is a force of nature.,Brokeback Mountain,7.5,1480
146,17000000,"['Adventure', 'Drama', 'Action', 'Romance']","['flying', 'martial arts', 'taskmaster', 'comb', 'tiger', 'desert thief', 'theft', 'female martial artist']",zh,45.742254,2000-10-01,213525736,120.0,"A timeless story of strength, secrets and two warriors who would never surrender.","Crouching Tiger, Hidden Dragon",7.2,927
149,8000000,"['Science Fiction', 'Animation']","['saving the world', 'total destruction', 'megacity', 'street gang', 'underground', 'general', 'stadium', 'experiment', 'atomic bomb', 'mutation', 'dystopia', 'army', 'cyberpunk', 'anime', 'motorcycle gangs']",ja,39.338097,1988-07-16,553171,124.0,Neo-Tokyo is about to E.X.P.L.O.D.E.,Akira,7.8,773
152,35000000,"['Science Fiction', 'Adventure', 'Mystery']","['artificial intelligence', 'uss enterprise', 'starfleet', 'san francisco', 'self sacrifice', 'spacecraft', 'klingon', 'vulcan', 'space opera']",en,24.616634,1979-12-06,139000000,132.0,The human adventure is just beginning.,Star Trek: The Motion Picture,6.2,530
153,4000000,['Drama'],"['upper class', 'hotel room', 'age difference', 'commercial', 'karaoke', 'homesickness', 'culture clash', 'jet lag', 'pop star', 'unsociability', 'aftercreditsstinger', 'woman director']",en,45.66662,2003-08-31,119723856,102.0,Everyone wants to be found.,Lost in Translation,7.3,1895
154,12000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['uss enterprise', 'genesis', 'asteroid', 'self sacrifice', 'midlife crisis', 'terraforming', 'simulator', 'cadet', 'radiation', 'uss reliant', 'ceti alpha v', 'genetics', 'space opera']",en,22.434102,1982-06-03,96800000,113.0,At the end of the universe lies the beginning of vengeance.,Star Trek II: The Wrath of Khan,7.3,675
155,185000000,"['Drama', 'Action', 'Crime', 'Thriller']","['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']",en,187.322927,2008-07-16,1004558444,152.0,Why So Serious?,The Dark Knight,8.2,12002
161,85000000,"['Thriller', 'Crime']","['prison', 'pickpocket', 'strip club', 'con artist', 'atlantic city', 'cockney accent', 'las vegas', 'card dealer', 'explosives expert', 'black and white scene', 'male', 'salt lake city utah']",en,60.929352,2001-12-07,450717150,116.0,Are you in or out?,Ocean's Eleven,7.2,3783
162,20000000,"['Fantasy', 'Drama', 'Romance']","['underdog', 'love at first sight', 'hairdresser', 'small town', 'scissors', 'inventor', 'burglar', 'unsociability']",en,47.51363,1990-12-05,53000000,105.0,His scars run deep.,Edward Scissorhands,7.5,3601
163,110000000,"['Thriller', 'Crime']","['sequel', 'fabergé egg', 'dutch eastindian company', 'second', 'part', 'golden egg', 'goon']",en,76.840712,2004-12-09,362744280,125.0,Twelve is the new eleven.,Ocean's Twelve,6.4,2124
165,40000000,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['skateboarding', 'flying car', 'car race', 'delorean', 'lightning', 'almanac', 'inventor', 'time travel', 'sequel', 'diner', 'alternate history', 'teenager', 'electric guitar', 'walking cane', 'high school dance', 'hoverboard', 'video phone']",en,43.345252,1989-11-20,332000000,108.0,"Roads? Where we're going, we don't need roads!",Back to the Future Part II,7.4,3829
167,48000000,"['Drama', 'Science Fiction']","['robbery', 'dream', 'hypnosis', 'investigation', 'murder', 'alien', 'hospital', 'planet', 'patient', 'medication', 'psychiatrist', 'science', 'claim', 'doubt', 'mental', 'help']",en,30.920075,2001-10-22,50315140,120.0,Change the way you look at the world.,K-PAX,7.1,695
168,24000000,"['Science Fiction', 'Adventure']","['saving the world', 'san francisco', 'uss enterprise-a', 'time travel', 'whale', 'marine biologist', 'vulcan', 'space opera']",en,22.258428,1986-11-25,133000000,119.0,The key to saving the future can only be found in the past.,Star Trek IV: The Voyage Home,6.9,477
169,35000000,"['Science Fiction', 'Action', 'Thriller']","['predator', 'war on drugs', 'extraterrestrial technology', 'los angeles', 'invisible']",en,27.934978,1990-11-20,57120318,108.0,Silent. Invisible. Invincible. He's in town with a few days to kill.,Predator 2,5.9,730
170,5000000,"['Horror', 'Thriller', 'Science Fiction']","['london england', 'manchester city', 'submachine gun', 'gas station', 'survivor', 'daughter', 'zombie', 'virus']",en,45.490374,2002-10-31,82719885,113.0,His fear began when he woke up alone. His terror began when he realised he wasn't.,28 Days Later,7.1,1777
172,30000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['federation', 'starfleet', 'uss enterprise-a', 'sha-ka-ree', 'loss of brother', 'self sacrifice', 'hostage', 'liberation of hostage', 'romulans', 'klingon', 'vulcan', 'space opera']",en,19.578249,1989-06-09,70200000,107.0,Adventure and imagination will meet at the final frontier.,Star Trek V: The Final Frontier,5.6,376
173,5000000,"['Adventure', 'Drama', 'Science Fiction']","['diving', 'ocean', 'submarine', 'jules verne', 'captain', 'atlantis', 'deep sea', 'war ship', 'diving suit', 'harpoon', 'ship', 'war', 'scuba diving', 'underwater', 'scuba', 'captain nemo', 'giant  squid']",en,9.358197,1954-12-23,28200000,127.0,The mightiest motion picture of them all!,"20,000 Leagues Under the Sea",6.8,157
174,27000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['farewell', 'federation', 'starfleet', 'peace conference', 'uss enterprise-a', 'rura penthe', 'court case', 'peace contract', 'plan', 'klingon', 'space opera']",en,16.188572,1991-12-05,96900000,113.0,The battle for peace has begun.,Star Trek VI: The Undiscovered Country,6.7,413
176,1200000,"['Horror', 'Mystery', 'Crime']","['shotgun', 'based on short film', 'sadist', 'pistol', 'chained', 'bludgeoning', 'game of death']",en,63.655973,2004-10-01,103911669,103.0,Live or die. Make your choice.,Saw,7.2,2184
177,24000000,"['Comedy', 'Drama']","['holy grail', 'homeless person', 'loss of lover', 'mental disease', 'sense of guilt', 'suppressed past', 'yuppie', 'cynic', 'fantasy', 'self-discovery', 'housebreaking', 'forgiveness', 'gun rampage', 'talk show', 'legend', 'unsociability', 'person running amok']",en,16.146572,1991-09-09,41895491,137.0,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.",The Fisher King,7.2,341
179,80000000,"['Crime', 'Thriller']","['new york', 'dictator', 'africa', 'destruction of a civilization', 'assassination', 'resistance', 'revenge', 'murder', 'united nations', 'witness to murder', 'fbi agent', 'resistance fighter']",en,18.69984,2005-04-08,162944923,128.0,The truth needs no translation.,The Interpreter,6.2,392
180,102000000,"['Action', 'Thriller', 'Science Fiction', 'Mystery']","['self-fulfilling prophecy', 'washington d.c.', 'evidence', 'future', 'hologram', 'dystopia', 'murder', 'neo-noir', 'future noir']",en,65.948959,2002-06-20,358372926,145.0,The system is perfect until it comes after you.,Minority Report,7.1,2608
